topic,term,ground_truth,method,domain,prediction,candidates,exact_match,fuzzy_similarity,semantic_similarity,top_3_accuracy,top_5_accuracy
topic-9463,judiciary system,judiciary,mas_langgraph,Law,Judicial bodies,"[""Judicial bodies"", ""Courts"", ""Judicial councils"", ""Legal tribunals"", ""Judicature""]",False,0.5833333333333333,0.7436586618423462,False,False
topic-2248,legal principles,legal doctrines,mas_langgraph,Law,Legal doctrine,"[""Legal doctrine"", ""Jurisprudence"", ""Judicial precedents"", ""Canons of law""]",False,0.9655172413793103,0.824345588684082,False,False
topic-1721,philosophy of law,legal philosophy,mas_langgraph,Law,Jurisprudence,"[""Jurisprudence"", ""Legal Theory"", ""Normative Jurisprudence"", ""Regulative Jurisprudence"", ""Critical Legal Studies""]",False,0.2068965517241379,0.7108395099639893,False,False
topic-1722,history of law,legal history,mas_langgraph,Law,Jurisprudence,"[""Jurisprudence"", ""Legal tradition"", ""Legislative development"", ""Juridical evolution"", ""Regulatory framework""]",False,0.23076923076923073,0.6289063692092896,False,False
topic-1724,legal persons law,corporate law,mas_langgraph,Law,Institutions,"[""Entities"", ""Institutions"", ""Corporations"", ""Organizations"", ""Associations""]",False,0.07999999999999996,0.3413888216018677,False,False
topic-1725,sociology of law,legal sociology,mas_langgraph,Sociology,Law and Society,"[""Law and Society"", ""Jurisprudence"", ""Regulatory Sociology"", ""Criminological Sociology"", ""Institutional Analysis"", ""Social Structure Analysis""]",False,0.5333333333333333,0.6767553091049194,False,False
topic-2186,rule of law,legal governance,mas_langgraph,Law,Statutory law,"[""Statutory law"", ""Normative principle"", ""Judicial authority"", ""Legal framework"", ""Regulatory code""]",False,0.27586206896551724,0.4910494387149811,False,False
topic-1726,legal theory,jurisprudence,mas_langgraph,Law,Legal philosophy,"[""Legal philosophy"", ""Jurisprudence"", ""Normative theory""]",False,0.2068965517241379,0.7108395099639893,True,True
topic-1727,comparative law,legal comparison,mas_langgraph,Law,Comparative jurisprudence,"[""Comparative jurisprudence"", ""Jurisprudence""]",False,0.4390243902439024,0.6782922744750977,False,False
topic-1728,judicial construction,legal interpretation,mas_langgraph,Law,Judicial determination,"[""Judicial determination"", ""Juridical analysis"", ""Legal interpretation""]",False,0.5238095238095238,0.4874171018600464,True,True
topic-2058,advertising,promotion,mas_langgraph,Marketing,Publicity,"[""Publicity"", ""Salesmanship"", ""Promotion""]",False,0.2222222222222222,0.551889181137085,True,True
topic-1996,advertising and ethics,ethical marketing,mas_langgraph,Marketing,Publicity and values,"[""Publicity and values"", ""Corporate social responsibility""]",False,0.32432432432432434,0.47597503662109375,False,False
topic-2209,psychology of advertising,advertising psychology,mas_langgraph,Marketing,Advertising Psychology,"[""Advertising Psychology"", ""Behavioral Marketing Studies"", ""Consumer Behavior Analysis"", ""Promotion Science""]",True,1.0,1.0,True,True
topic-4641,recreation,leisure activities,mas_langgraph,Recreation,Leisure,"[""Leisure"", ""Hobby"", ""Entertainment"", ""Play"", ""Pastime"", ""Fun"", ""Amusement""]",False,0.56,0.891869068145752,False,False
topic-5626,reductionism,simplification,mas_langgraph,Philosophy of Science,Reduction,"[""Reduction"", ""Abstraction"", ""Narrowing""]",False,0.43478260869565216,0.5117918252944946,False,False
topic-10481,reflection,contemplation,mas_langgraph,Psychology,Self-examination,"[""Self-examination"", ""Pondering"", ""Introspection"", ""Contemplation""]",False,0.5,0.2521507143974304,False,True
topic-5640,regional governance,regional administration,mas_langgraph,Politics/International Relations,Regional coordination,"[""Regional coordination"", ""Territorial management"", ""Local autonomy governance"", ""Subregional administration"", ""Intergovernmental collaboration""]",False,0.7727272727272727,0.6711476445198059,False,False
topic-1729,regional economics,local economics,mas_langgraph,Economics,Regional economic systems,"[""Regional economic systems"", ""Territorial economics"", ""Subnational economic policy""]",False,0.65,0.6392666101455688,False,False
topic-2150,regional economic development,local economic growth,mas_langgraph,Economics,Regional economic advancement,"[""Regional economic advancement"", ""Territorial economic development"", ""Subregional economic progress"", ""Local economic expansion"", ""Area-specific economic growth"", ""Provincial economic improvement""]",False,0.56,0.7453197240829468,False,False
topic-3602,regional history,local history,mas_langgraph,History,Regional narrative,"[""Regional narrative"", ""Provincial past"", ""Local studies""]",False,0.32258064516129037,0.530389666557312,False,False
topic-12205,regulation of new technologies,technology oversight,mas_langgraph,Information Technology Management,Management of technological innovation,"[""Regulation of cutting-edge technology"", ""Control of technological progress"", ""Management of technological innovation"", ""Governance of digital advancements"", ""Oversight of new information systems""]",False,0.4482758620689655,0.5063654184341431,False,False
topic-7341,relationship between judaism and christianity,Judeo-Christian relations,mas_langgraph,Religious Studies,Jewish-Christian dialogue,"[""Jewish-Christian dialogue"", ""Historical intersection"", ""Interfaith dynamics"", ""Cultural exchange""]",False,0.5833333333333333,0.42932361364364624,False,False
topic-1730,relations law (*),family law,mas_langgraph,Law,Statutes,"[""Statutes"", ""Provisions"", ""Precedents"", ""Regulations"", ""Decrees""]",False,0.11111111111111116,0.5463031530380249,False,False
topic-4664,religious fundamentalism,religious extremism,mas_langgraph,Religious Studies,Fundamentalist theology,"[""Fundamentalist theology"", ""Militant monotheism"", ""Dogmatic orthodoxy""]",False,0.33333333333333337,0.4346620440483093,False,False
topic-2291,religious leadership,spiritual leadership,mas_langgraph,Theology,Church leadership,"[""Church leadership"", ""Religious governance"", ""Ecclesiastical authority"", ""Spiritual guidance"", ""Pastoral care""]",False,0.6486486486486487,0.7027264833450317,False,False
topic-1889,religious communication,faith-based communication,mas_langgraph,Communication Studies,Spiritual discourse,"[""Spiritual discourse"", ""Religious rhetoric"", ""Sacred dialogue"", ""Faith-based expression""]",False,0.32558139534883723,0.530124306678772,False,False
topic-2088,religious market,faith marketplace,mas_langgraph,Economics,Religious sector,"[""Religious sector"", ""Holy market"", ""Spiritual economy"", ""Faith-based industry""]",False,0.24242424242424243,0.5547161102294922,False,False
topic-7684,religious associations,faith-based groups,mas_langgraph,Sociology,Religious institutions,"[""Religious institutions"", ""Church organizations"", ""Faith-based networks""]",False,0.2564102564102564,0.49860474467277527,False,False
topic-8822,catholic care and its tradition,Catholic pastoral care,mas_langgraph,Religious Studies,Ecumenical aid,"[""Ecumenical aid"", ""Religious charity"", ""Philanthropic service"", ""Universal compassion"", ""Spiritual guidance"", ""Moral assistance"", ""Interfaith support""]",False,0.38888888888888884,0.4339354336261749,False,False
topic-11601,reorganizations,reorganisation,mas_langgraph,Organizational Studies,Restructurings,"[""Restructurings"", ""Overhauls"", ""Redesigns"", ""Rearrangements"", ""Reconfigurations""]",False,0.4285714285714286,0.7521957159042358,False,False
topic-12601,representation,advocacy,mas_langgraph,Information Systems,Surrogate,"[""Surrogate"", ""Copy"", ""Facsimile"", ""Proxy""]",False,0.23529411764705888,0.24165098369121552,False,False
topic-1732,rethorics,persuasive speech,mas_langgraph,academic taxonomy,Argumentation theory,"[""Argumentation theory"", ""Discourse analysis""]",False,0.32432432432432434,0.3893408179283142,False,False
topic-2161,convalescence,recovery,mas_langgraph,Medicine,Recovery,"[""Remission"", ""Rehabilitation"", ""Recovery"", ""Recuperation"", ""Regeneration""]",True,1.0,1.0,True,True
topic-10903,rfid,radio-frequency identification,mas_langgraph,Computer Science,Radio Frequency Identification,"[""Radio Frequency Identification"", ""Radio Frequency Tagging"", ""Radio Frequency Transponder""]",False,0.9830508474576272,0.8022293448448181,False,False
topic-3151,risk models,risk assessment models,mas_langgraph,Economics/Finance,Risk analysis frameworks,"[""Risk analysis frameworks"", ""Probabilistic models"", ""Value-at-risk calculations"", ""Portfolio assessments"", ""Stress testing tools""]",False,0.5217391304347826,0.7440879940986633,False,False
topic-12203,risk regulation,risk management,mas_langgraph,Public Policy,Risk management,"[""Risk management"", ""Regulatory control"", ""Regulatory governance"", ""Policy oversight"", ""Governance framework"", ""Compliance monitoring""]",True,1.0,1.0000001192092896,True,True
topic-4701,ritual studies,ritual analysis,mas_langgraph,Anthropology,Social ritual investigation,"[""Social ritual investigation"", ""Ceremonial analysis"", ""Rite of passage research""]",False,0.4761904761904761,0.8156425356864929,False,False
topic-2190,rituals,ceremonies,mas_langgraph,Anthropology,Ceremonies,"[""Ceremonies"", ""Traditions"", ""Rites""]",True,1.0,1.0,True,True
topic-2178,mourning,grieving,mas_langgraph,Anthropology,Grief,"[""Grief"", ""Sorrow"", ""Bereavement"", ""Condolence""]",False,0.6153846153846154,0.8197228908538818,False,False
topic-621,spatial information / geographical information,location data,mas_langgraph,Geography,Locational information,"[""Locational information"", ""Geographical knowledge"", ""Regional data"", ""Spatial awareness"", ""Territorial facts"", ""Topographic data"", ""Cartographic details""]",False,0.6285714285714286,0.8142518997192383,False,False
topic-1736,sacramental theology,sacramentology,mas_langgraph,Theology,Liturgical theology,"[""Sacramental theology"", ""Liturgical theology"", ""Divine worship theology""]",False,0.48484848484848486,0.2545373737812042,False,False
topic-12301,collaborative learning,cooperative learning,mas_langgraph,Education/ Learning,Cooperative study,"[""Cooperative study"", ""Grouped learning"", ""Mutual support pedagogy"", ""Joint problem-solving""]",False,0.6486486486486487,0.7230762839317322,False,False
topic-17102,Collaboration,Cooperation,mas_langgraph,Organizational Behavior,Cooperation,"[""Cooperation"", ""Partnership"", ""Teamwork"", ""Interdependence"", ""Synergy""]",True,1.0,1.0,True,True
topic-2293,shame,embarrassment,mas_langgraph,Psychology,Regret,"[""Regret"", ""Embarrassment"", ""Guilt"", ""Humiliation""]",False,0.42105263157894735,0.40731826424598694,True,True
topic-3156,estimation theory,parameter estimation,mas_langgraph,Statistics,Bayesian analysis,"[""Bayesian analysis"", ""Statistical inference"", ""Probability theory""]",False,0.32432432432432434,0.4594604969024658,False,False
topic-4255,creation (stories of the),origin myths,mas_langgraph,Mythology,Genesis,"[""Genesis"", ""Myths"", ""Legends""]",False,0.3157894736842105,0.373313844203949,False,False
topic-1739,writing methods/processes/techniques,writing strategies,mas_langgraph,Rhetoric and Composition,Composition strategies,"[""Teaching methods"", ""Composition strategies"", ""Communication styles"", ""Pedagogy""]",False,0.75,0.5107652544975281,False,False
topic-4721,guilt,remorse,mas_langgraph,Psychology,Remorse,"[""Remorse"", ""Regret"", ""Conscience"", ""Shame""]",True,1.0,1.0000001192092896,True,True
topic-1888,guilt and sin,moral culpability,mas_langgraph,Religious Studies,Remorse,"[""Remorse"", ""Iniquity"", ""Transgression"", ""Culpability""]",False,0.25,0.39619022607803345,False,False
topic-6921,gender,sex,mas_langgraph,Sociology,Masculinity,"[""Masculinity"", ""Sex Roles"", ""Femininity"", ""Sexual Orientation"", ""Biological Sex"", ""Sex""]",False,0.1428571428571429,0.46336889266967773,False,False
topic-2205,gender differences,gender disparities,mas_langgraph,Psychology,Male-female distinctions,"[""Male-female distinctions"", ""Gender disparity"", ""Biological sex differences"", ""Sexual dimorphism""]",False,0.4878048780487805,0.39605802297592163,False,False
topic-2087,sects and new religious movements,alternative religious groups,mas_langgraph,Religious Studies,sects,"[""sects"", ""Sectarian groups""]",False,0.18181818181818177,0.6076660752296448,False,False
topic-1743,semantics,meaning analysis,mas_langgraph,Linguistics,Meaning,"[""Syntax"", ""Meaning"", ""Semiotics"", ""Signification""]",False,0.6086956521739131,0.5642627477645874,False,False
topic-1744,semiotics,sign theory,mas_langgraph,Linguistics,Signification,"[""Signification"", ""Semantical study""]",False,0.5,0.620529294013977,False,False
topic-15462,Service-Oriented Computing,service-based computing,mas_langgraph,Computer Science,Process-Oriented Computing,"[""Process-Oriented Computing"", ""Software as a Service"", ""Network-Centric Computing"", ""Component-Based Computing"", ""Client-Server Architecture""]",False,0.6808510638297872,0.556102991104126,False,False
topic-1745,simulation,imitative representation,mas_langgraph,Computer Science,Model,"[""Model""]",False,0.13793103448275867,0.3128248155117035,False,False
topic-13621,victims,survivors,mas_langgraph,Psychology,Survivors,"[""Survivors"", ""Sufferers"", ""Wards""]",True,1.0,1.0,True,True
topic-4233,social capital,social networks,mas_langgraph,Sociology,Social bonds,"[""Social bonds"", ""Social connections"", ""Community ties"", ""Trust networks""]",False,0.6666666666666667,0.4466594457626343,False,False
topic-12482,social network analysis,network analysis,mas_langgraph,Sociology,Social structure analysis,"[""Social structure analysis"", ""Network sociology"", ""Organizational network theory"", ""Community formation research"", ""Institutional linkage investigation"", ""Group interaction examination""]",False,0.5365853658536586,0.5417975187301636,False,False
topic-321,social law,welfare law,mas_langgraph,Law,Legislation,"[""Legislation"", ""Statute"", ""Code""]",False,0.36363636363636365,0.43343400955200195,False,False
topic-12861,social classification,social categorization,mas_langgraph,Anthropology,Cultural categorization,"[""Cultural categorization"", ""Social stratification"", ""Ethnographic grouping"", ""Grouping scheme""]",False,0.8181818181818181,0.7507361769676208,False,False
topic-11841,social cognition,Social understanding,mas_langgraph,Psychology,Social perception,"[""Social perception"", ""Interpersonal understanding"", ""Cognitive appraisal"", ""Interpersonal analysis""]",False,0.6486486486486487,0.706445574760437,False,False
topic-5301,social cohesion,social unity,mas_langgraph,Sociology,Cohesiveness,"[""Cohesiveness"", ""Social unity"", ""Social integration"", ""Communal ties"", ""Collective bonding"", ""Community solidarity"", ""Group harmony""]",False,0.25,0.460287868976593,True,True
topic-11642,social dilemmas,collective action problem,mas_langgraph,Sociology,Collective dilemma,"[""Collective dilemma"", ""Interpersonal conflict"", ""Conflict of interest""]",False,0.6976744186046511,0.7825775146484375,False,False
topic-1754,social philosophy / social ethics,social ethics,mas_langgraph,Philosophy of Social Science,Moral Philosophy of Society,"[""Moral Philosophy of Society"", ""Institutional Ethics"", ""Ethics of Association""]",False,0.35,0.6687380075454712,False,False
topic-7461,social inequality,social disparity,mas_langgraph,Sociology,Disparities,"[""Disparities"", ""Discrimination"", ""Injustice"", ""Unequal access""]",False,0.5925925925925926,0.7632572054862976,False,False
topic-1758,social politics,welfare politics,mas_langgraph,Politics,Social governance,"[""Social governance"", ""Government relations"", ""Public affairs"", ""Governance"", ""Policy making"", ""Statecraft""]",False,0.24242424242424243,0.47271883487701416,False,False
topic-13541,social processes,interpersonal process,mas_langgraph,Sociology,Social dynamics,"[""Social dynamics"", ""Social interactions"", ""Group behaviors"", ""Interpersonal interactions""]",False,0.38888888888888884,0.4479854702949524,False,False
topic-1759,social psychology,interpersonal psychology,mas_langgraph,Psychology,Social influence study,"[""Social influence study"", ""Interpersonal relationships research"", ""Human behavior studies"", ""Human relations research"", ""Group dynamics investigation""]",False,0.30434782608695654,0.35885119438171387,False,False
topic-2018,social justice,equitable justice,mas_langgraph,Sociology,Social equality,"[""Social equality"", ""Human rights"", ""Egalitarianism"", ""Civil liberties promotion"", ""Equity reform""]",False,0.375,0.5662243962287903,False,False
topic-9281,social exclusion,marginalization,mas_langgraph,Sociology,Discrimination,"[""Isolation"", ""Discrimination"", ""Ostracism"", ""Marginalization""]",False,0.5517241379310345,0.3946438729763031,False,True
topic-1760,social security,welfare system,mas_langgraph,Economics,Retirement benefits,"[""Retirement benefits"", ""Pension system"", ""Unemployment insurance"", ""Public assistance"", ""Government support""]",False,0.303030303030303,0.27609652280807495,False,False
topic-5403,social security principles,welfare principles,mas_langgraph,Economics,Insurance principles,"[""Insurance principles"", ""Social welfare frameworks"", ""Benefit entitlements"", ""Pensionary policies"", ""Welfare economics""]",False,0.6842105263157895,0.5354084372520447,False,False
topic-1762,social security law,welfare law,mas_langgraph,Law,Retirement benefits law,"[""Retirement benefits law"", ""Welfare statute"", ""Social welfare policy"", ""Pension legislation"", ""Public pension regulation""]",False,0.4117647058823529,0.4132101535797119,False,False
topic-3970,"social security law, international",global social security law,mas_langgraph,International Law,Transnational Social Protection Instrument,"[""Transnational Social Protection Instrument"", ""International Pension Agreement"", ""International Pension Code"", ""Global Social Welfare Convention""]",False,0.4411764705882353,0.5702645778656006,False,False
topic-1765,sociolinguistics,social linguistics,mas_langgraph,Linguistics/Social Sciences,Sociolinguistic analysis,"[""Sociolinguistic analysis"", ""Social language study"", ""Discourse sociology"", ""Social discourse analysis""]",False,0.7142857142857143,0.6795043349266052,False,False
topic-1766,sociology,social science,mas_langgraph,Sociology,Social Science,"[""Social Science"", ""Social Structure"", ""Social Studies"", ""Anthropology"", ""Human Relations"", ""Study of Human Behavior""]",True,1.0,1.0,True,True
topic-842,Sociology,social science,mas_langgraph,Sociology,Social Science,"[""Social Science"", ""Social Theory"", ""Anthropology"", ""Human Studies"", ""Institutional Analysis"", ""Cultural Analysis""]",True,1.0,1.0,True,True
topic-1768,sociological theories,social theories,mas_langgraph,Sociology,Social scientific theories,"[""Social scientific theories"", ""Structural theories"", ""Institutional analyses""]",False,0.7317073170731707,0.9034117460250854,False,False
topic-8622,soft law,non-binding guidelines,mas_langgraph,Law,Guidance,"[""Guidance""]",False,0.41379310344827597,0.3652443289756775,False,False
topic-9441,solidarity,unity,mas_langgraph,Sociology,Group solidarity,"[""Group solidarity"", ""Mutual support"", ""Social cohesion""]",False,0.38095238095238093,0.40779516100883484,False,False
topic-1769,spanish,Castilian,mas_langgraph,Linguistics,Latin,"[""Latin"", ""Castilian"", ""Romance""]",False,0.5714285714285714,0.3897891640663147,True,True
topic-1770,spelling,orthography,mas_langgraph,Linguistics,Orthography,"[""Phonetics"", ""Orthography"", ""Grapheme""]",True,1.0,1.0000001192092896,True,True
topic-1771,game theory,strategic interaction theory,mas_langgraph,Economics,Rational choice theory,"[""Rational choice theory"", ""Market dynamics"", ""Strategic analysis""]",False,0.6,0.364610493183136,False,False
topic-7262,spirituality,spiritual life,mas_langgraph,Psychology,Mysticism,"[""Mysticism"", ""Transcendence"", ""Innerworldliness""]",False,0.26086956521739135,0.6416483521461487,False,False
topic-3185,speech technology,voice technology,mas_langgraph,Computer Science,Artificial speech processing,"[""Artificial speech processing"", ""Speech recognition systems"", ""Human-computer dialogue"", ""Natural language processing""]",False,0.36363636363636365,0.582280158996582,False,False
topic-3188,talking computer,speech-enabled computer,mas_langgraph,Computer Science,Conversational device,"[""Conversational device"", ""Human-computer interface"", ""Automated dialogue interface"", ""Interactive machine"", ""Artificial intelligence system""]",False,0.37209302325581395,0.49266281723976135,False,False
topic-1773,municipal law,local government law,mas_langgraph,Law,Municipal code,"[""Municipal code"", ""City ordinance"", ""Local legislation""]",False,0.3529411764705882,0.6998449563980103,False,False
topic-10941,urban governance,Municipal governance,mas_langgraph,Public Administration,Governance of cities,"[""Governance of cities"", ""City management"", ""Urban policy implementation"", ""Local government management"", ""Municipal administration"", ""Metropolitan administration""]",False,0.5,0.8476346731185913,False,False
topic-12761,urban history,city history,mas_langgraph,History,Historical development of cities,"[""Historical development of cities"", ""City studies"", ""Metropolitan past"", ""Municipal heritage"", ""Community archives""]",False,0.2727272727272727,0.8193971514701843,False,False
topic-11342,standardisation,Standardization,mas_langgraph,Information Systems,Normalization,"[""Normalization"", ""Harmonization"", ""Uniformity"", ""Certification"", ""Protocol"", ""Conformity""]",False,0.6428571428571428,0.5830034017562866,False,False
topic-1774,statistics,data analysis,mas_langgraph,Mathematics and Statistics,Probability theory,"[""Probability theory"", ""Data analysis"", ""Mathematics"", ""Numerics""]",False,0.25806451612903225,0.2631799578666687,True,True
topic-1775,statistical methods,statistical techniques,mas_langgraph,Statistics,Quantitative analysis methods,"[""Quantitative analysis methods"", ""Inference techniques"", ""Probabilistic methodologies"", ""Data analysis procedures"", ""Mathematical modeling approaches""]",False,0.43137254901960786,0.6109306216239929,False,False
topic-4666,urban development,city planning,mas_langgraph,Urban Planning,Town development,"[""Town development"", ""City planning"", ""Metropolitan expansion"", ""Neighborhood revitalization""]",False,0.27586206896551724,0.6195248365402222,True,True
topic-2182,terminal care,end-of-life care,mas_langgraph,Nursing,Hospice care,"[""Hospice care"", ""Palliative care"", ""Care at the end of life"", ""End-of-life care"", ""Last-stage care"", ""End-of-life support""]",False,0.6153846153846154,0.6292845010757446,False,True
topic-7281,disorders,conditions,mas_langgraph,Psychiatry,Illnesses,"[""Illnesses"", ""Abnormalities"", ""Disturbances"", ""Pathologies""]",False,0.3157894736842105,0.351066917181015,False,False
topic-1778,law of criminal procedure/criminal adjective law,criminal procedural law,mas_langgraph,Law,criminal jurisprudence,"[""criminal jurisprudence"", ""procedural justice"", ""penal code"", ""statutory guideline""]",False,0.5777777777777777,0.7572047114372253,False,False
topic-1780,criminal law,penal law,mas_langgraph,Law,Criminal justice,"[""Criminal justice"", ""Jurisprudence"", ""Statutory law""]",False,0.31999999999999995,0.4712538719177246,False,False
topic-1992,strategic voting behaviour/patterns,tactical voting,mas_langgraph,Political Science,Tactical voting,"[""Tactical voting"", ""Electoral strategy"", ""Campaign tactics"", ""Coalition building""]",True,1.0,1.0,True,True
topic-3204,strategic management,strategic planning,mas_langgraph,Business Administration,Management decision-making,"[""Management decision-making"", ""Executive management"", ""Operational planning"", ""Organizational leadership"", ""Business administration"", ""Corporate governance""]",False,0.37209302325581395,0.550408124923706,False,False
topic-1783,strategic decision-making,strategic planning,mas_langgraph,Management and Organization,Strategic planning,"[""Strategic planning"", ""Informed planning"", ""Proactive risk management""]",True,1.0,1.0,True,True
topic-1757,stratification,social hierarchy,mas_langgraph,Geology,Layering,"[""Layering"", ""Division"", ""Segmentation"", ""Zonation""]",False,0.25,0.24202683568000793,False,False
topic-2206,stress,tension,mas_langgraph,Psychology,Tension,"[""Tension"", ""Anxiety"", ""Pressure"", ""Strain"", ""Overload""]",True,1.0,1.0,True,True
topic-2125,stress management,stress control,mas_langgraph,Psychology,Emotional regulation,"[""Emotional regulation"", ""Coping strategies"", ""Mindfulness practices"", ""Behavioral adjustment strategies""]",False,0.2941176470588235,0.598427414894104,False,False
topic-2215,study skills,learning techniques,mas_langgraph,Education/Personnel Development,Academic skills,"[""Academic skills"", ""Study habits"", ""Educational aptitude"", ""Learning strategies"", ""Cognitive abilities""]",False,0.2941176470588235,0.3276405334472656,False,False
topic-241,supervision,oversight,mas_langgraph,Psychology,Mentorship,"[""Mentorship"", ""Guidance"", ""Monitoring"", ""Observation""]",False,0.42105263157894735,0.25304144620895386,False,False
topic-16663,Supply Chain Management,logistics management,mas_langgraph,Operations Management,Supply Network Management,"[""Supply Network Management"", ""Operations Logistics"", ""Logistics Coordination""]",False,0.5777777777777777,0.608549952507019,False,False
topic-1784,syntax,sentence structure,mas_langgraph,Linguistics,Grammar,"[""Grammar"", ""Discourse"", ""Morphology"", ""Phonology""]",False,0.16000000000000003,0.6702803373336792,False,False
topic-10641,system dynamics,Systems modeling,mas_langgraph,Operations Research,Dynamic modeling,"[""Control theory"", ""Dynamic modeling"", ""Feedback control"", ""Process modeling""]",False,0.6875,0.6183618903160095,False,False
topic-1786,systems theory,systems analysis,mas_langgraph,Philosophy of Science,Methodological framework,"[""Methodological framework"", ""Epistemological framework"", ""Integrated model"", ""Holistic approach"", ""Systematic analysis""]",False,0.15000000000000002,0.3841542601585388,False,False
topic-1788,language,speech,mas_langgraph,Linguistics,Vocabulary,"[""Vocabulary"", ""Dialect"", ""Tongue"", ""Syntax"", ""Jargon"", ""Idiom""]",False,0.125,0.5194210410118103,False,False
topic-3216,language and computers,computational linguistics,mas_langgraph,Computer Science,Programming languages,"[""Programming languages"", ""Computational linguistics"", ""Information technology""]",False,0.43478260869565216,0.5304368138313293,True,True
topic-1790,language and artificial intelligence,computational linguistics,mas_langgraph,Artificial Intelligence,Computational linguistics,"[""Computational linguistics"", ""Natural language processing"", ""Human-computer interaction""]",True,1.0,1.0000001192092896,True,True
topic-1791,language and minorities,minority languages,mas_langgraph,Linguistics,ethnic languages,"[""ethnic languages"", ""minority dialects"", ""linguistic diversity"", ""communicative heritage"", ""indigenous tongues""]",False,0.7058823529411764,0.7609850764274597,False,False
topic-12341,language evolution,linguistic evolution,mas_langgraph,Linguistics,Linguistic adaptation,"[""Linguistic adaptation"", ""Lexical change"", ""Etymological development"", ""Semantic drift""]",False,0.7317073170731707,0.7231041789054871,False,False
topic-1793,philosophy of language,linguistic philosophy,mas_langgraph,Linguistics,Semantics,"[""Semantic theory"", ""Semantics"", ""Pragmatics"", ""Rhetoric"", ""Semiotics""]",False,0.33333333333333337,0.5831471085548401,False,False
topic-1794,language behaviour,linguistic behavior,mas_langgraph,Linguistics/Social Sciences,Verbal behavior,"[""Verbal behavior"", ""Communication patterns"", ""Speech acts"", ""Verbal conduct"", ""Discourse strategies"", ""Interpersonal communication modalities"", ""Social interaction styles""]",False,0.5882352941176471,0.6822694540023804,False,False
topic-3224,linguistic information systems,language processing systems,mas_langgraph,Computer Science,Semantic Information Systems,"[""Semantic Information Systems"", ""Natural Language Processing Systems"", ""Information Retrieval Systems"", ""Language Modeling Systems"", ""Knowledge Representation Systems"", ""Text Analysis Frameworks""]",False,0.509090909090909,0.5542460083961487,False,False
topic-13321,origin of language,glottogony,mas_langgraph,Linguistics,Language genesis,"[""Language genesis"", ""Etymology"", ""Lexical roots"", ""Cognitive emergence""]",False,0.23076923076923073,0.13812004029750824,False,False
topic-1795,language psychology,psycholinguistics,mas_langgraph,Psychology,Speech psychology,"[""Speech psychology"", ""Cognitive linguistics"", ""Linguistic anthropology"", ""Communication studies"", ""Discourse analysis""]",False,0.4705882352941176,0.596839427947998,False,False
topic-1796,language technology,computational linguistics,mas_langgraph,Computer Science,Computational linguistics,"[""Computational linguistics"", ""Artificial intelligence"", ""Human-computer interaction"", ""Natural language processing"", ""Machine learning algorithms""]",True,1.0,1.0000001192092896,True,True
topic-17043,language proficiency,language skills,mas_langgraph,Psycholinguistics,Linguistic competence,"[""Linguistic competence"", ""Communication skill"", ""Discourse ability"", ""Lexical mastery"", ""Semantic competence""]",False,0.33333333333333337,0.761239230632782,False,False
topic-1797,language acquisition,language learning,mas_langgraph,Psycholinguistics,Linguistic maturation,"[""Linguistic maturation"", ""Phonological processing"", ""Lexical growth"", ""Speech and hearing development"", ""Cognitive development"", ""Pragmatic competence"", ""Semantic integration""]",False,0.4736842105263158,0.5956185460090637,False,False
topic-1799,linguistics,language science,mas_langgraph,Language and Communication,Sociolinguistics,"[""Sociolinguistics"", ""Lingua"", ""Phonetics"", ""Etymology""]",False,0.4375,0.5093277096748352,False,False
topic-11741,technology and ethics,tech ethics,mas_langgraph,Information Technology,Innovation and morality,"[""Innovation and morality"", ""Digital governance and responsibility"", ""Information integrity and trust"", ""Artificial intelligence and accountability"", ""Data protection and confidentiality""]",False,0.17647058823529416,0.5727673172950745,False,False
topic-10461,technology strategy,IT strategy,mas_langgraph,Information Systems Management,Corporate IT roadmap,"[""Corporate IT roadmap"", ""Digital transformation plan"", ""IT governance model"", ""Information systems planning framework"", ""Organizational information architecture"", ""Systems integration approach""]",False,0.32258064516129037,0.5022926330566406,False,False
topic-10921,document design,text design,mas_langgraph,Information Architecture,Content Structure Model,"[""Content Structure Model"", ""User Interface Layout"", ""Information Organization System"", ""Organizational Framework"", ""Knowledge Representation Framework"", ""Taxonomic Classification Scheme""]",False,0.3529411764705882,0.4664709270000458,False,False
topic-1803,discourse studies,text analysis,mas_langgraph,Linguistics/Social Sciences,Discourse analysis,"[""Discourse analysis"", ""Critical linguistics""]",False,0.6451612903225806,0.6510776281356812,False,False
topic-10701,temperament,disposition,mas_langgraph,Psychology,Personality,"[""Personality"", ""Mood"", ""Attitude"", ""Emotional state"", ""Disposition""]",False,0.36363636363636365,0.29586267471313477,False,True
topic-11581,terrorism,extremism,mas_langgraph,Politics/Conflict Studies,Violent extremism,"[""Violent extremism"", ""Militant action"", ""Political violence"", ""Insurgent warfare"", ""Asymmetric conflict""]",False,0.6923076923076923,0.9196862578392029,False,False
topic-17044,Questionnaire design,survey design,mas_langgraph,Psychology,Survey methodology design,"[""Survey methodology design"", ""Survey development"", ""Assessment tool construction"", ""Research instrument creation"", ""Evaluation framework development""]",False,0.6842105263157895,0.9087361097335815,False,False
