topic,term,ground_truth,method,prediction,candidates,num_final_candidates,time_seconds,exact_top1,exact_any,recall_at_3,recall_at_5,precision_at_5,mrr,fuzzy_similarity,semantic_similarity,top_3_accuracy,top_5_accuracy
topic-1346,bible studies; new testament,New Testament studies,wordnet_direct,,[],0,3.361701965332031e-05,False,False,False,False,0.0,0.0,0.0,0.0255827754735946,False,False
topic-1346,bible studies; new testament,New Testament studies,embedding_wordnet,new testament,"[""new testament"", ""old testament"", ""testament"", ""new english bible"", ""christian bible""]",5,0.0158183574676513,False,False,False,False,0.0,0.0,0.7647058823529411,0.824088454246521,False,False
topic-1346,bible studies; new testament,New Testament studies,llm_zero_shot,Scripture Analysis,"[""Scripture Analysis"", ""New Testament Interpretation"", ""Biblical Exegesis"", ""Testament Study"", ""Sacred Text Analysis""]",5,0.7233436107635498,False,False,False,False,0.0,0.0,0.7777777777777779,0.8681516051292419,False,False
topic-1346,bible studies; new testament,New Testament studies,llm_expansion,testament,"[""testament"", ""scripture"", ""old testament"", ""new testament"", ""hebrew scripture""]",5,0.9107801914215088,False,False,False,False,0.0,0.0,0.7647058823529411,0.824088454246521,False,False
topic-1346,bible studies; new testament,New Testament studies,llm_rerank,Testamentary Study,"[""Testamentary Study"", ""New Testament Exegesis"", ""Sacred Scripture Examination"", ""Biblical Interpretation"", ""Christological Commentary""]",5,1.2178759574890137,False,False,False,False,0.0,0.0,0.7906976744186046,0.8351767063140869,False,False
topic-1346,bible studies; new testament,New Testament studies,hybrid_fusion,New Testament Studies,"[""New Testament Studies"", ""Scripture Analysis"", ""New Testament interpretation"", ""Testamentary Analysis"", ""Christian Scripture Analysis""]",5,3.649576425552368,True,True,True,True,0.2,1.0,1.0,1.0000001192092896,True,True
topic-1346,bible studies; new testament,New Testament studies,mas_base,new testament,"[""new testament"", ""old testament"", ""Testamentary Study"", ""testament"", ""New Testament Exegesis""]",5,1.3167293071746826,False,False,False,False,0.0,0.0,0.7906976744186046,0.8351767063140869,False,False
topic-1346,bible studies; new testament,New Testament studies,mas_llm_ranker,bible,"[""bible"", ""new testament"", ""testament"", ""scripture"", ""biblical""]",5,2.203186511993408,False,False,False,False,0.0,0.0,0.7647058823529411,0.824088454246521,False,False
topic-1346,bible studies; new testament,New Testament studies,mas_safe_hybrid,new testament,"[""new testament"", ""Testamentary Study"", ""bible"", ""testament"", ""old testament""]",5,4.019319534301758,False,False,False,False,0.0,0.0,0.7647058823529411,0.8351768255233765,False,False
topic-1348,biodiversity,natural diversity,same_term,biodiversity,"[""biodiversity""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.6206896551724138,0.7432959079742432,False,False
topic-1348,biodiversity,natural diversity,wordnet_direct,,[],0,6.842613220214844e-05,False,False,False,False,0.0,0.0,0.0,0.1268451809883117,False,False
topic-1348,biodiversity,natural diversity,embedding_wordnet,ecological,"[""ecological"", ""species"", ""ecology"", ""ecological niche"", ""ecosystem""]",5,0.0155868530273437,False,False,False,False,0.0,0.0,0.303030303030303,0.6124272346496582,False,False
topic-1348,biodiversity,natural diversity,llm_zero_shot,diversity,"[""diversity"", ""variety"", ""ecological richness"", ""species richness"", ""biotic diversity""]",5,0.6617431640625,False,False,False,False,0.0,0.0,0.6923076923076923,0.8268497586250305,False,False
topic-1348,biodiversity,natural diversity,llm_expansion,diversity,"[""diversity"", ""diverseness"", ""heritage"", ""diverse"", ""ecological""]",5,0.8713867664337158,False,False,False,False,0.0,0.0,0.6923076923076923,0.8268497586250305,False,False
topic-1348,biodiversity,natural diversity,llm_rerank,faunal diversity,"[""faunal diversity"", ""ecosystem diversity"", ""biotic diversity"", ""taxonomic diversity"", ""genetic diversity""]",5,0.9832825660705566,False,False,False,False,0.0,0.0,0.8484848484848484,0.8221158981323242,False,False
topic-1348,biodiversity,natural diversity,hybrid_fusion,biological diversity,"[""biological diversity"", ""nature's diversity"", ""biotic diversity"", ""taxonomic diversity"", ""species abundance""]",5,2.8344485759735107,False,False,False,False,0.0,0.0,0.8823529411764706,0.8981500864028931,False,False
topic-1348,biodiversity,natural diversity,mas_base,biotic diversity,"[""biotic diversity"", ""ecological diversity"", ""taxonomic diversity"", ""diversity"", ""genetic diversity""]",5,1.0515532493591309,False,False,False,False,0.0,0.0,0.7058823529411764,0.8920374512672424,False,False
topic-1348,biodiversity,natural diversity,mas_llm_ranker,ecosystem,"[""ecosystem"", ""species"", ""diversity"", ""biome"", ""fauna""]",5,4.245251417160034,False,False,False,False,0.0,0.0,0.6923076923076923,0.8268497586250305,False,False
topic-1348,biodiversity,natural diversity,mas_safe_hybrid,ecosystem,"[""ecosystem"", ""species"", ""ecological"", ""biotic diversity"", ""ecology""]",5,4.116955280303955,False,False,False,False,0.0,0.0,0.6666666666666667,0.793755292892456,False,False
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,same_term,"Blanchot, Maurice (1907-2003)","[""Blanchot, Maurice (1907-2003)""]",1,2.6226043701171875e-06,False,False,False,False,0.0,0.0,0.2608695652173913,0.134270429611206,False,False
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,wordnet_direct,,[],0,3.62396240234375e-05,False,False,False,False,0.0,0.0,0.0,0.0504977703094482,False,False
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,embedding_wordnet,blanc,"[""blanc"", ""chenin blanc"", ""mont blanc"", ""maurice chevalier"", ""maurice de vlaminck""]",5,0.0167498588562011,False,False,False,False,0.0,0.0,0.3783783783783784,0.2858013808727264,False,False
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,llm_zero_shot,French Philosopher,"[""French Philosopher"", ""Existentialist Thinker"", ""Philosophical Critic"", ""Literary Theorist"", ""Postmodern Intellectual""]",5,0.7450878620147705,False,False,False,False,0.0,0.0,0.6842105263157895,0.7859225273132324,False,False
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,llm_expansion,existentialist,"[""existentialist"", ""structuralism"", ""existentialist philosophy"", ""existentialism"", ""literature""]",5,0.958184003829956,False,False,False,False,0.0,0.0,0.6222222222222222,0.6639189720153809,False,False
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,llm_rerank,Maurice Merleau-Ponty,"[""Maurice Merleau-Ponty"", ""Pierre Klossowski"", ""Michel Henry"", ""Emmanuel Levinas"", ""Gaston Bachelard""]",5,1.2559618949890137,False,False,False,False,0.0,0.0,0.4864864864864865,0.2901698350906372,False,False
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,hybrid_fusion,French Philosopher,"[""French Philosopher"", ""French Essayist"", ""French Literary Critic"", ""Continental Philosopher"", ""French existentialism""]",5,3.406981468200684,False,False,False,False,0.0,0.0,0.6976744186046511,0.7086275219917297,False,False
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,mas_base,blanc,"[""blanc"", ""maurice chevalier"", ""maurice de vlaminck"", ""chenin blanc"", ""mont blanc""]",5,1.2746155261993408,False,False,False,False,0.0,0.0,0.3783783783783784,0.2858013808727264,False,False
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,mas_llm_ranker,Maurice Merleau-Ponty,"[""Maurice Merleau-Ponty"", ""Jean-Paul Sartre"", ""Martin Heidegger"", ""Emmanuel Levinas"", ""Simone Weil""]",5,4.59645938873291,False,False,False,False,0.0,0.0,0.3888888888888888,0.3536285758018493,False,False
topic-12123,"Blanchot, Maurice (1907-2003)",literary philosopher,mas_safe_hybrid,blanc,"[""blanc"", ""blanch"", ""chenin blanc"", ""mont blanc"", ""blanc fixe""]",5,4.761409044265747,False,False,False,False,0.0,0.0,0.3333333333333333,0.127778947353363,False,False
topic-1351,urban planning and building law,city planning regulations,same_term,urban planning and building law,"[""urban planning and building law""]",1,2.384185791015625e-06,False,False,False,False,0.0,0.0,0.5,0.7682427167892456,False,False
topic-1351,urban planning and building law,city planning regulations,wordnet_direct,,[],0,2.9802322387695312e-05,False,False,False,False,0.0,0.0,0.0,0.0506743937730789,False,False
topic-1351,urban planning and building law,city planning regulations,embedding_wordnet,urban planning,"[""urban planning"", ""city planning"", ""housing and urban development"", ""town planning"", ""building permit""]",5,0.0170454978942871,False,False,False,False,0.0,0.0,0.6842105263157895,0.8041884899139404,False,False
topic-1351,urban planning and building law,city planning regulations,llm_zero_shot,City Planning Law,"[""City Planning Law"", ""Building Regulations"", ""Urban Development Code"", ""Municipal Building Laws"", ""Zoning Ordinance""]",5,0.7143030166625977,False,False,False,False,0.0,0.0,0.7619047619047619,0.8885641098022461,False,False
topic-1351,urban planning and building law,city planning regulations,llm_expansion,municipal government,"[""municipal government"", ""city planning"", ""urban planning"", ""municipal"", ""city council""]",5,1.0358505249023438,False,False,False,False,0.0,0.0,0.6842105263157895,0.8041884899139404,False,False
topic-1351,urban planning and building law,city planning regulations,llm_rerank,Urban Development Law,"[""Urban Development Law"", ""Urban Design Legislation"", ""City Planning Regulation"", ""City Ordinance Management"", ""Architecture and Building Governance""]",5,1.1542563438415527,False,False,False,False,0.0,0.0,0.979591836734694,0.9467215538024902,False,False
topic-1351,urban planning and building law,city planning regulations,hybrid_fusion,City Planning Law,"[""City Planning Law"", ""City Planning Legislation"", ""Urban Development Law"", ""Urban Design Law"", ""Urban Development Legislation""]",5,3.433423519134521,False,False,False,False,0.0,0.0,0.88,0.9058492183685304,False,False
topic-1351,urban planning and building law,city planning regulations,mas_base,urban planning,"[""urban planning"", ""Urban Development Law"", ""City Planning Regulation"", ""city planning"", ""Spatial Planning Legislation""]",5,1.2198772430419922,False,False,False,False,0.0,0.0,0.979591836734694,0.9467215538024902,False,False
topic-1351,urban planning and building law,city planning regulations,mas_llm_ranker,urban planning,"[""urban planning"", ""city planning"", ""town planning"", ""housing and urban development"", ""Municipal Land Use Policy""]",5,5.490141153335571,False,False,False,False,0.0,0.0,0.6842105263157895,0.8041884899139404,False,False
topic-1351,urban planning and building law,city planning regulations,mas_safe_hybrid,urban planning,"[""urban planning"", ""Urban Development Law"", ""city planning"", ""City Planning Regulation"", ""housing and urban development""]",5,5.99363899230957,False,False,False,False,0.0,0.0,0.979591836734694,0.9467215538024902,False,False
topic-1352,brabant,Brabant region,same_term,brabant,"[""brabant""]",1,1.6689300537109375e-06,False,False,False,False,0.0,0.0,0.6666666666666667,0.8867825269699097,False,False
topic-1352,brabant,Brabant region,wordnet_direct,,[],0,2.646446228027344e-05,False,False,False,False,0.0,0.0,0.0,0.1282074153423309,False,False
topic-1352,brabant,Brabant region,embedding_wordnet,hybanthus,"[""hybanthus"", ""brae"", ""perigee"", ""anabantidae"", ""sultanate""]",5,0.017533540725708,False,False,False,False,0.0,0.0,0.48,0.6030998826026917,False,False
topic-1352,brabant,Brabant region,llm_zero_shot,Flanders,"[""Flanders"", ""Region"", ""Territory"", ""Province"", ""Area""]",5,0.580214262008667,False,False,False,False,0.0,0.0,0.6,0.5298903584480286,False,False
topic-1352,brabant,Brabant region,llm_expansion,netherlands,"[""netherlands"", ""belgium"", ""the netherlands"", ""flanders"", ""low countries""]",5,0.847766637802124,False,False,False,False,0.0,0.0,0.3809523809523809,0.5227905511856079,False,False
topic-1352,brabant,Brabant region,llm_rerank,Dutch region,"[""Dutch region"", ""Southern Netherlands"", ""Netherlands province"", ""Burgundian region"", ""Flanders""]",5,1.0335547924041748,False,False,False,False,0.0,0.0,0.7096774193548387,0.618855357170105,False,False
topic-1352,brabant,Brabant region,hybrid_fusion,Historical region of Brabant,"[""Historical region of Brabant"", ""Northern Brabantia"", ""Historical Duchy of Brabant"", ""Medieval Duchy of Brabant"", ""Burgundian Netherlands""]",5,3.105862855911255,False,False,False,False,0.0,0.0,0.5,0.8962107300758362,False,False
topic-1352,brabant,Brabant region,mas_base,hybanthus,"[""hybanthus"", ""brae"", ""anabantidae"", ""brahui"", ""bas bleu""]",5,1.1066110134124756,False,False,False,False,0.0,0.0,0.48,0.6030998826026917,False,False
topic-1352,brabant,Brabant region,mas_llm_ranker,Flanders,"[""Flanders"", ""Low Countries"", ""Dutch region"", ""Burgundian region"", ""Southern Netherlands""]",5,2.24918794631958,False,False,False,False,0.0,0.0,0.7096774193548387,0.618855357170105,False,False
topic-1352,brabant,Brabant region,mas_safe_hybrid,hybanthus,"[""hybanthus"", ""brae"", ""perigee"", ""anabantidae"", ""sultanate""]",5,2.069087505340576,False,False,False,False,0.0,0.0,0.48,0.6030998826026917,False,False
topic-1402,Letter of James,Epistle of James,same_term,Letter of James,"[""Letter of James""]",1,2.1457672119140625e-06,False,False,False,False,0.0,0.0,0.7741935483870968,0.7707448601722717,False,False
topic-1402,Letter of James,Epistle of James,wordnet_direct,,[],0,3.8623809814453125e-05,False,False,False,False,0.0,0.0,0.0,0.0999000295996666,False,False
topic-1402,Letter of James,Epistle of James,embedding_wordnet,epistle of james,"[""epistle of james"", ""james"", ""james i"", ""william james"", ""james ii""]",5,0.0156764984130859,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-1402,Letter of James,Epistle of James,llm_zero_shot,Epistle,"[""Epistle"", ""Letter"", ""Epistula"", ""Communication"", ""Missive""]",5,0.5832879543304443,False,False,False,False,0.0,0.0,0.6086956521739131,0.6963454484939575,False,False
topic-1402,Letter of James,Epistle of James,llm_expansion,epistle to the hebrews,"[""epistle to the hebrews"", ""epistle of james"", ""epistle to the ephesians"", ""epistle"", ""hebrew scripture""]",5,1.0909171104431152,False,True,True,True,0.2,0.5,1.0,1.0,True,True
topic-1402,Letter of James,Epistle of James,llm_rerank,Letter from James,"[""Letter from James"", ""Communication of James"", ""Epistle of James"", ""James' Correspondence"", ""James' Epistle""]",5,1.1305196285247805,False,True,True,True,0.2,0.3333333333333333,1.0,1.0,True,True
topic-1402,Letter of James,Epistle of James,hybrid_fusion,Epistle of James,"[""Epistle of James"", ""Letter from James"", ""Communication of James"", ""The Letter of James to the Exiled Jews"", ""The General Epistle of James""]",5,3.979700565338135,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-1402,Letter of James,Epistle of James,mas_base,The Letter of James,"[""The Letter of James"", ""Letter of the Apostle James"", ""Epistle of James"", ""The Epistle of James"", ""The Epistle to James""]",5,1.266374588012695,False,True,True,True,0.2,0.3333333333333333,1.0,1.0,True,True
topic-1402,Letter of James,Epistle of James,mas_llm_ranker,The Letter of James,"[""The Letter of James"", ""epistle of james"", ""Letter of the Apostle James"", ""Epistola Iacobi"", ""The Epistle of James""]",5,2.6758124828338623,False,True,True,True,0.2,0.5,1.0,1.0,True,True
topic-1402,Letter of James,Epistle of James,mas_safe_hybrid,Letter of the Apostle James,"[""Letter of the Apostle James"", ""epistle of james"", ""The Epistle of James (New Testament)"", ""james"", ""james i""]",5,3.8132412433624254,False,True,True,True,0.2,0.5,1.0,1.0,True,True
topic-1356,law of civil procedure,civil litigation law,same_term,law of civil procedure,"[""law of civil procedure""]",1,2.1457672119140625e-06,False,False,False,False,0.0,0.0,0.3333333333333333,0.6929585933685303,False,False
topic-1356,law of civil procedure,civil litigation law,wordnet_direct,,[],0,3.719329833984375e-05,False,False,False,False,0.0,0.0,0.0,0.1525683999061584,False,False
topic-1356,law of civil procedure,civil litigation law,embedding_wordnet,civil law,"[""civil law"", ""question of law"", ""civil action"", ""legal proceeding"", ""action at law""]",5,0.0169169902801513,False,False,False,False,0.0,0.0,0.6875,0.846264660358429,False,False
topic-1356,law of civil procedure,civil litigation law,llm_zero_shot,Civil Procedure Code,"[""Civil Procedure Code"", ""Procedure Act"", ""Court Rules"", ""Litigation Law"", ""Procedural Code""]",5,0.6493103504180908,False,False,False,False,0.0,0.0,0.8235294117647058,0.8888916969299316,False,False
topic-1356,law of civil procedure,civil litigation law,llm_expansion,civil law,"[""civil law"", ""litigation"", ""court of law"", ""civil suit"", ""case law""]",5,1.0338993072509766,False,False,False,False,0.0,0.0,0.6666666666666667,0.846264660358429,False,False
topic-1356,law of civil procedure,civil litigation law,llm_rerank,Rules of Civil Procedure,"[""Rules of Civil Procedure"", ""Regulations of Civil Procedure"", ""Code of Civil Procedure"", ""Ordinance on Civil Procedure"", ""Civil Procedure Code""]",5,1.0885004997253418,False,False,False,False,0.0,0.0,0.4,0.6147590279579163,False,False
topic-1356,law of civil procedure,civil litigation law,hybrid_fusion,Rules of Civil Procedure,"[""Rules of Civil Procedure"", ""Civil Procedure Rules"", ""Regulations of Civil Procedure"", ""Civil Procedure Act"", ""Criminal and Civil Procedure Law""]",5,3.38888955116272,False,False,False,False,0.0,0.0,0.4615384615384615,0.6549748182296753,False,False
topic-1356,law of civil procedure,civil litigation law,mas_base,Rules of Civil Procedure,"[""Rules of Civil Procedure"", ""Statute of Civil Procedure"", ""Regulations of Civil Procedure"", ""Code of Civil Procedure"", ""Civil Procedure Code""]",5,1.07964825630188,False,False,False,False,0.0,0.0,0.4,0.6212765574455261,False,False
topic-1356,law of civil procedure,civil litigation law,mas_llm_ranker,Code of Civil Procedure,"[""Code of Civil Procedure"", ""Civil Procedure Code"", ""Rules of Civil Procedure"", ""Regulations of Civil Procedure"", ""Procedural Law""]",5,4.053774118423462,False,False,False,False,0.0,0.0,0.4,0.6147590279579163,False,False
topic-1356,law of civil procedure,civil litigation law,mas_safe_hybrid,Rules of Civil Procedure,"[""Rules of Civil Procedure"", ""Code of Civil Procedure"", ""Regulations of Civil Procedure"", ""Civil Procedure Code"", ""civil law""]",5,3.4795262813568115,False,False,False,False,0.0,0.0,0.6206896551724138,0.8462646007537842,False,False
topic-12722,recommender system,recommendation engine,supervisor,Recommendation Engine,"[""Recommendation Engine"", ""Content Recommendation Algorithm"", ""recommendation"", ""Collaborative Filtering Model"", ""Personalization System""]",5,9.112459182739258,True,True,True,True,0.2,1.0,1.0,0.9999997615814208,True,True
topic-2484,stocks,shares,supervisor,stock,"[""stock"", ""stock market"", ""stocking"", ""stock issue"", ""stock company""]",5,6.032341718673706,False,False,False,False,0.0,0.0,0.4444444444444444,0.6828161478042603,False,False
topic-4285,equity market,stock market,supervisor,securities market,"[""securities market"", ""stock market"", ""equity"", ""share market"", ""capital market""]",5,12.168707847595217,False,True,True,True,0.2,0.5,1.0,1.000000238418579,True,True
topic-3721,liability law,responsibility law,supervisor,liability,"[""liability"", ""liability insurance"", ""Civil Liability"", ""limited liability"", ""tax liability""]",5,6.974996566772461,False,False,False,False,0.0,0.0,0.5185185185185186,0.6265771389007568,False,False
topic-1274,accountancy,financial auditing,supervisor,accounting,"[""accounting"", ""account"", ""account statement"", ""accounting system"", ""accounting data""]",5,6.903053998947144,False,False,False,False,0.0,0.0,0.5,0.6410109996795654,False,False
topic-5882,auditors,financial examiners,supervisor,auditor,"[""auditor"", ""audit"", ""internal auditor"", ""auditive"", ""audit programme""]",5,9.475247621536257,False,False,False,False,0.0,0.0,0.5142857142857142,0.6643438339233398,False,False
topic-1276,accounting,financial accounting,supervisor,accounting system,"[""accounting system"", ""accountant"", ""accounting firm"", ""accounting entry"", ""accounting data""]",5,13.850633144378662,False,False,False,False,0.0,0.0,0.5714285714285714,0.7933703660964966,False,False
topic-1953,acculturation,cultural adaptation,supervisor,acculturational,"[""acculturational"", ""inculturation"", ""acculturate"", ""acculturative"", ""enculturation""]",5,6.778019428253174,False,False,False,False,0.0,0.0,0.6875,0.3955171108245849,False,False
topic-1919,actual pastoral liturgical practice,current liturgical practice,supervisor,liturgical pastoral action,"[""liturgical pastoral action"", ""liturgical pastoralism"", ""pastoral sacramental practice"", ""practical pastoral theology"", ""liturgical""]",5,5.283947467803955,False,False,False,False,0.0,0.0,0.6415094339622642,0.8827555775642395,False,False
topic-1980,adhd,attention deficit disorder,supervisor,attention deficit hyperactivity disorder,"[""attention deficit hyperactivity disorder"", ""attention deficit disorder"", ""brain disorder"", ""disorder"", ""mental disorder""]",5,14.411457061767578,False,True,True,True,0.2,0.5,1.0,1.0000001192092896,True,True
topic-4079,administrative law,regulatory law,supervisor,administrative,"[""administrative"", ""administrative official"", ""administrative body"", ""administrative unit"", ""administration""]",5,8.880285739898682,False,False,False,False,0.0,0.0,0.303030303030303,0.3001857697963714,False,False
topic-2276,adorno,critical theorist,supervisor,adonis,"[""adonis"", ""adonic"", ""salerno"", ""adzharia"", ""adzhar""]",5,6.852137088775635,False,False,False,False,0.0,0.0,0.3478260869565217,0.1800898164510727,False,False
topic-2250,africa,Sub-Saharan region,supervisor,black africa,"[""black africa"", ""north africa"", ""west africa"", ""south africa"", ""african country""]",5,12.56206202507019,False,False,False,False,0.0,0.0,0.4242424242424242,0.6569048166275024,False,False
topic-1280,agricultural economy,agricultural economics,supervisor,agricultural,"[""agricultural"", ""agriculture"", ""farm-based economy"", ""rural economy"", ""agronomic economy""]",5,8.93492579460144,False,False,False,False,0.0,0.0,0.7058823529411764,0.7925886511802673,False,False
topic-7782,aggression,hostility,supervisor,aggressiveness,"[""aggressiveness"", ""aggressive"", ""aggressively"", ""violence"", ""violent""]",5,9.296259880065918,False,False,False,False,0.0,0.0,0.3809523809523809,0.6340457797050476,False,False
topic-5124,alcohol addiction,alcohol dependence,supervisor,alcohol dependence,"[""alcohol dependence"", ""alcohol abuse"", ""addiction"", ""alcoholic"", ""alcoholism abuse""]",5,7.896477460861206,True,True,True,True,0.2,1.0,1.0,1.0000001192092896,True,True
topic-2500,general econometrics,economic statistics,supervisor,econometrics,"[""econometrics"", ""econometric"", ""Applied Econometrics"", ""econometrician"", ""Econometric Theory""]",5,10.301135540008543,False,False,False,False,0.0,0.0,0.6451612903225806,0.7386291027069092,False,False
topic-2501,alliances and joint ventures,strategic partnerships,supervisor,joint venture,"[""joint venture"", ""Cooperative Ventures"", ""Joint Organizations"", ""Strategic Partnerships"", ""alliance""]",5,6.913057088851929,False,True,False,True,0.2,0.25,1.0,0.9999998807907104,False,True
topic-1285,foreigners,strangers,supervisor,foreigner,"[""foreigner"", ""foreign"", ""foreignness"", ""foreign-born"", ""foreign country""]",5,6.740344285964966,False,False,False,False,0.0,0.0,0.4444444444444444,0.4182256758213043,False,False
topic-10501,americanization,Americanisation,supervisor,americanisation,"[""americanisation"", ""americanize"", ""americanise"", ""internationalization"", ""europeanization""]",5,10.359357595443726,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-9362,anxiety,worry,supervisor,anxiety disorder,"[""anxiety disorder"", ""anxiety attack"", ""anxiousness"", ""anxious"", ""anxiety reaction""]",5,8.116841554641724,False,False,False,False,0.0,0.0,0.2857142857142857,0.5250762104988098,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,supervisor,antarctic zone,"[""antarctic zone"", ""antarctic continent"", ""antarctic peninsula"", ""antarctic ocean"", ""antarctic""]",5,7.23155403137207,False,False,False,False,0.0,0.0,0.3846153846153846,0.534221351146698,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,supervisor,Philosophy of Religion,"[""Philosophy of Religion"", ""Philosophical Anthropology"", ""Interdisciplinary Study of Religion"", ""anthropology"", ""cultural anthropology""]",5,5.748948097229004,False,False,False,False,0.0,0.0,0.4285714285714286,0.737709641456604,False,False
topic-1291,arabic,Arabian,supervisor,arabic language,"[""arabic language"", ""arab"", ""arabic alphabet"", ""arabian"", ""arable""]",5,5.38635778427124,False,True,False,True,0.2,0.25,1.0,1.0,False,True
topic-1292,labour and health,occupational health,supervisor,labour,"[""labour"", ""labouring"", ""laboursaving"", ""labour pains"", ""labour-intensive""]",5,5.348233222961426,False,False,False,False,0.0,0.0,0.3870967741935484,0.3473360538482666,False,False
topic-1293,industrial and organisational psychology,work psychology,supervisor,industrial psychology,"[""industrial psychology"", ""Workplace Psychology"", ""Occupational Psychology"", ""industrial enterprise"", ""organisational""]",5,5.304455041885376,False,False,False,False,0.0,0.0,0.8571428571428572,0.9085630178451538,False,False
topic-6581,working hours,working time,supervisor,Working Time,"[""Working Time"", ""Employment Hours"", ""hours"", ""work time"", ""Professional Hours""]",5,8.259832620620728,True,True,True,True,0.2,1.0,1.0,0.9999999403953552,True,True
topic-1296,labour economics,employment economics,supervisor,Labour Market Economics,"[""Labour Market Economics"", ""labour"", ""Econometrics of Labour"", ""labor market"", ""labouring""]",5,9.771620035171509,False,False,False,False,0.0,0.0,0.6976744186046511,0.8017368912696838,False,False
topic-2201,labour market,employment market,supervisor,labor market,"[""labor market"", ""labour"", ""job market"", ""employment market"", ""labor force""]",5,7.646277666091919,False,True,False,True,0.2,0.25,1.0,1.0000001192092896,False,True
topic-6603,labour market policy,employment policy,supervisor,labor market,"[""labor market"", ""Employment Policy"", ""Labor Market Regulation"", ""labour"", ""economic policy""]",5,9.649746894836426,False,True,True,True,0.2,0.5,1.0,0.9999998807907104,True,True
topic-1298,labour market issues,employment issues,supervisor,labor market,"[""labor market"", ""job market difficulties"", ""labour"", ""labor force obstacles"", ""labour pains""]",5,5.324419975280762,False,False,False,False,0.0,0.0,0.4499999999999999,0.680915355682373,False,False
topic-1299,job motivation,work motivation,supervisor,motivation,"[""motivation"", ""motivating"", ""motivational"", ""motivate"", ""titivation""]",5,12.722126483917236,False,False,False,False,0.0,0.0,0.8,0.8311015963554382,False,False
topic-6661,working conditions,employment conditions,supervisor,conditions,"[""conditions"", ""Workplace Conditions"", ""condition"", ""in condition"", ""working principle""]",5,5.121026277542114,False,False,False,False,0.0,0.0,0.6829268292682926,0.8095659017562866,False,False
topic-1300,work participation,employment participation,supervisor,participation,"[""participation"", ""Occupational Participation"", ""group participation"", ""Labor Market Participation"", ""Participation in the Labor Force""]",5,5.217914342880249,False,False,False,False,0.0,0.0,0.76,0.776241660118103,False,False
topic-1301,labour law,employment law,supervisor,labour,"[""labour"", ""Employment Law"", ""labouring"", ""labor"", ""labor contract""]",5,10.423641920089722,False,True,True,True,0.2,0.5,1.0,0.9999999403953552,True,True
topic-1303,reduction of working hours,workweek reduction,supervisor,Hours reduction,"[""Hours reduction"", ""Shortening of work hours"", ""reduction"", ""reducing"", ""work time""]",5,5.233831405639648,False,False,False,False,0.0,0.0,0.7272727272727273,0.6618303656578064,False,False
topic-1302,industrial/labour relations,employment relations,supervisor,Industrial Relations,"[""Industrial Relations"", ""Labor-Management Relations"", ""industrial union"", ""Occupational Relations"", ""Employment Relations""]",5,5.061310052871704,False,True,False,True,0.2,0.2,1.0,0.9999998807907104,False,True
topic-1305,working conditions creation,quality of worklife,supervisor,conditions,"[""conditions"", ""condition"", ""in condition"", ""conditional contract"", ""economic condition""]",5,5.178105354309082,False,False,False,False,0.0,0.0,0.3076923076923077,0.3140332400798797,False,False
topic-1306,labour issues,employment issues,supervisor,labour,"[""labour"", ""labour pains"", ""labouring"", ""labour-intensive"", ""laboured""]",5,5.153409957885742,False,False,False,False,0.0,0.0,0.3636363636363636,0.4952906370162964,False,False
topic-4081,arbitration,dispute arbitration,supervisor,arbitrational,"[""arbitrational"", ""arbitration clause"", ""litigation"", ""arbitrator"", ""arbitrage""]",5,5.172734498977661,False,False,False,False,0.0,0.0,0.6875,0.8421261310577393,False,False
topic-3937,reasoning,logical argumentation,supervisor,line of reasoning,"[""line of reasoning"", ""reasoning backward"", ""reasoning by elimination"", ""logic"", ""argumentation""]",5,4.932741403579712,False,False,False,False,0.0,0.0,0.7647058823529411,0.8445046544075012,False,False
topic-5627,aristoteles,Aristotle,supervisor,aristotelic,"[""aristotelic"", ""aristotelian"", ""aristotelean"", ""aristotelia"", ""aristophanes""]",5,5.364709138870239,False,False,False,False,0.0,0.0,0.8571428571428572,0.5704600214958191,False,False
topic-2517,poverty,destitution,supervisor,poverty level,"[""poverty level"", ""poverty line"", ""poverty trap"", ""poverty-stricken"", ""poverty grass""]",5,10.232624530792236,False,False,False,False,0.0,0.0,0.3703703703703704,0.2675461769104004,False,False
