topic,term,ground_truths,prediction,candidates,exact_match,top_3,top_5,top_8,top_8_fuzzy,mrr,mrr_fuzzy
topic-2787,health care,"[""medical services""]",Medicine,"[""Medicine"", ""Health services"", ""Medical treatment"", ""Clinical care"", ""Patient care"", ""Healthcare delivery"", ""Medical practice"", ""Therapeutic service""]",False,False,False,False,False,0.0,0.0
topic-7001,health care economics,"[""health economics""]",Healthcare economics,"[""Healthcare economics"", ""Medical finance"", ""Economic evaluation of healthcare"", ""Healthcare resource allocation"", ""Cost-effectiveness analysis""]",False,False,False,False,True,0.0,1.0
topic-7202,health care management,"[""health services management""]",Healthcare administration,"[""Healthcare administration"", ""Health services management"", ""Medical practice management"", ""Organizational health oversight"", ""Clinical operations management"", ""Patient care planning"", ""Medical facility governance"", ""Healthcare policy implementation""]",False,True,True,True,True,0.5,0.5
topic-7201,health care organisation,"[""health services management""]",Healthcare facility,"[""Healthcare facility"", ""Medical institution"", ""Clinical service provider"", ""Healthcare system operator"", ""Wellness delivery network"", ""Healthcare management company"", ""Clinical care provider"", ""Medical treatment centre""]",False,False,False,False,False,0.0,0.0
topic-1502,health care strategy and management,"[""health care administration""]",Healthcare Policy Framework,"[""Healthcare Policy Framework"", ""Healthcare Operations Management"", ""Strategic Health Planning"", ""Healthcare Governance Structure"", ""Healthcare Service Optimization"", ""Clinical Quality Improvement Initiative"", ""Medical Program Evaluation System""]",False,False,False,False,False,0.0,0.0
topic-9024,health care policy,"[""health policy""]",Healthcare reform,"[""Healthcare reform"", ""Healthcare legislation"", ""Regulatory framework"", ""Public health governance"", ""Healthcare management"", ""Wellness policy"", ""Medicine law"", ""Healthcare administration""]",False,False,False,False,False,0.0,0.0
topic-2792,globalisation,"[""international integration""]",Globalization,"[""Globalization"", ""Internationalization"", ""Global economy"", ""Global market"", ""Cross-border trade"", ""Transnational integration"", ""World system"", ""Multilateralism""]",False,False,False,False,True,0.0,0.16666666666666666
topic-11664,images of god en men,"[""theological representations""]",Divine representations,"[""Divine representations"", ""Sacred iconography"", ""Deity portraits"", ""Spiritual symbols"", ""Pantheon illustrations"", ""Theological motifs""]",False,False,False,False,True,0.0,1.0
topic-2083,images of god,"[""conceptions of God""]",Divine representations,"[""Divine representations"", ""Iconic manifestations"", ""Theological icons"", ""Sacred visages"", ""Supreme likenesses""]",False,False,False,False,False,0.0,0.0
topic-1504,religion,"[""faith""]",Faith,"[""Faith"", ""Belief"", ""Spirituality"", ""Theology"", ""Mysticism"", ""Pantheism""]",True,True,True,True,True,1.0,1.0
topic-1506,psychology of religion and pastoral psychology,"[""religious psychology""]",Religious Psychology,"[""Religious Psychology"", ""Pastoral Counseling"", ""Spiritual Care"", ""Psychological Theology"", ""Faith-Based Therapy"", ""Mental Health Ministry"", ""Clinical Pastoral Education"", ""Spiritual Direction""]",True,True,True,True,True,1.0,1.0
topic-1507,religion and pastoral sociology,"[""religious sociology""]",Theology and Social Studies,"[""Theology and Social Studies"", ""Religious Studies and Sociology"", ""Faith-Based Community Research"", ""Spirituality and Cultural Studies"", ""Moral Philosophy and Anthropology"", ""Social Identity and Spirituality"", ""Faith-Based Social Work"", ""Religious Culture and Society""]",False,False,False,False,True,0.0,0.5
topic-1505,religions; phenomenology,"[""religious studies""]",Faiths,"[""Faiths"", ""Spiritualities"", ""Theologies"", ""Philosophies of Religion"", ""Sacred Traditions"", ""Mystical Experiences"", ""Divine Encounters"", ""Spiritual Practices""]",False,False,False,False,False,0.0,0.0
topic-4251,philosophy of religion,"[""religious philosophy""]",Theology,"[""Theology"", ""Philosophical Theology"", ""Ontological Theism"", ""Divine Inquiry"", ""Faith and Reason"", ""Sacred Inquiry"", ""Spiritual Exploration"", ""Religious Studies""]",False,False,False,False,False,0.0,0.0
topic-1508,pedagogy of religion,"[""religious education theory""]",Religious pedagogy,"[""Religious pedagogy"", ""Spiritual education"", ""Theology in practice"", ""Faith-based learning"", ""Moral instruction"", ""Sacred studies"", ""Spiritual formation""]",False,False,False,False,False,0.0,0.0
topic-1894,"divinity, contemporary themes of","[""modern theological themes""]",Theology,"[""Theology"", ""Spirituality"", ""Faith"", ""Mysticism"", ""Divine Presence"", ""Sacred Matters"", ""Eternal Concerns"", ""Transcendent Themes""]",False,False,False,False,False,0.0,0.0
topic-2046,gods call,"[""divine vocation""]",Divine intervention,"[""Divine intervention"", ""Supernatural summons"", ""Sacred entreaties"", ""Spiritual supplications"", ""Heavenly requests"", ""Ethereal calls"", ""Transcendent petitions""]",False,False,False,False,False,0.0,0.0
topic-2794,gambling,"[""betting""]",Wagering,"[""Wagering"", ""Betting"", ""Poker games"", ""Chance play"", ""Risk-taking"", ""Speculation"", ""High-stakes wagering"", ""Casino activities""]",False,True,True,True,True,0.5,0.5
topic-1978,gambling addiction,"[""compulsive gambling""]",Problem gambling,"[""Problem gambling"", ""Gambling disorder"", ""Compulsive betting"", ""Pathological betting"", ""Disordered wagering"", ""Risk-taking behavior"", ""Uncontrolled risk-taking"", ""Irresponsible wagering""]",False,False,False,False,True,0.0,0.3333333333333333
topic-2091,gregorian,"[""plainchant""]",Christian,"[""Christian"", ""Gregorian calendar"", ""Papal decree"", ""Gregorian chant"", ""Gregorian mass"", ""Julian date system"", ""Gregorian rule""]",False,False,False,False,False,0.0,0.0
topic-1510,greek,"[""Koine Greek""]",Hellenic,"[""Hellenic"", ""Hellas"", ""Macedonian"", ""Greek Orthodox"", ""Classical Greece"", ""Ptolemaic"", ""Hellenistic""]",False,False,False,False,False,0.0,0.0
topic-1511,growth theories,"[""development theories""]",Developmental models,"[""Developmental models"", ""Theoretical frameworks"", ""Growth paradigms"", ""Educational theories"", ""Learning models"", ""Human development models""]",False,False,False,False,False,0.0,0.0
topic-2295,group dynamics,"[""team dynamics""]",Team behavior,"[""Team behavior"", ""Group interaction"", ""Interpersonal relations"", ""Social cohesion"", ""Collective psychology"", ""Group functioning"", ""Social influence"", ""Workplace relationships""]",False,False,False,False,False,0.0,0.0
topic-2800,group support systems,"[""collaborative systems""]",,[],False,False,False,False,False,0.0,0.0
topic-2146,group processes,"[""group dynamics""]",,[],False,False,False,False,False,0.0,0.0
topic-3789,fundamental rights,"[""basic rights""]",,[],False,False,False,False,False,0.0,0.0
topic-2315,foundations of mathematics,"[""mathematical foundations""]",,[],False,False,False,False,False,0.0,0.0
topic-2079,fundamentals of psychology,"[""basics of psychology""]",,[],False,False,False,False,False,0.0,0.0
topic-2000,foundations of developments in european law,"[""principles of European legal development""]",,[],False,False,False,False,False,0.0,0.0
topic-2187,habermas,"[""critical theorist""]",,[],False,False,False,False,False,0.0,0.0
topic-3375,trade policy,"[""commercial policy""]",,[],False,False,False,False,False,0.0,0.0
topic-1514,commercial law,"[""business law""]",,[],False,False,False,False,False,0.0,0.0
topic-2160,heart and vascular diseases,"[""cardiovascular diseases""]",,[],False,False,False,False,False,0.0,0.0
topic-1516,hebrew,"[""ancient Hebrew""]",,[],False,False,False,False,False,0.0,0.0
topic-4237,hebrew bible,"[""Tanakh""]",,[],False,False,False,False,False,0.0,0.0
topic-12281,attachment,"[""bonding""]",,[],False,False,False,False,False,0.0,0.0
topic-1517,contemporary philosophy; history of,"[""modern philosophy; historical development""]",,[],False,False,False,False,False,0.0,0.0
topic-15002,hedge funds,"[""investment funds""]",,[],False,False,False,False,False,0.0,0.0
topic-2184,hegel,"[""Hegelian philosophy""]",,[],False,False,False,False,False,0.0,0.0
topic-2045,Heidegger,"[""existential philosopher""]",,[],False,False,False,False,False,0.0,0.0
topic-4252,hermeneutics,"[""interpretive theory""]",,[],False,False,False,False,False,0.0,0.0
topic-2326,cerebral/brain haemorrhage,"[""brain bleed""]",,[],False,False,False,False,False,0.0,0.0
topic-7703,brain,"[""cerebrum""]",,[],False,False,False,False,False,0.0,0.0
topic-2052,brain and behaviour,"[""neurobehavioral science""]",,[],False,False,False,False,False,0.0,0.0
topic-8944,brain damage,"[""brain injury""]",,[],False,False,False,False,False,0.0,0.0
topic-15523,recovery (in long term psychiatry),"[""rehabilitation""]",,[],False,False,False,False,False,0.0,0.0
topic-5044,scalp cooling,"[""head cooling""]",,[],False,False,False,False,False,0.0,0.0
topic-5630,horkheimer,"[""Frankfurt School theorist""]",,[],False,False,False,False,False,0.0,0.0
topic-7421,household economics,"[""family economics""]",,[],False,False,False,False,False,0.0,0.0
topic-1519,assistance,"[""support services""]",,[],False,False,False,False,False,0.0,0.0
topic-9122,human resource development,"[""talent development""]",,[],False,False,False,False,False,0.0,0.0
topic-2264,human resource management,"[""personnel management""]",,[],False,False,False,False,False,0.0,0.0
topic-1898,humanitarian intervention,"[""humanitarian aid""]",,[],False,False,False,False,False,0.0,0.0
topic-1520,law governing matrimonial property rights,"[""marital property law""]",,[],False,False,False,False,False,0.0,0.0
topic-8461,hybrid organization,"[""mixed organization""]",,[],False,False,False,False,False,0.0,0.0
topic-7321,hyperactivity,"[""overactivity""]",,[],False,False,False,False,False,0.0,0.0
topic-2814,ict,"[""information and communication technology""]",,[],False,False,False,False,False,0.0,0.0
topic-9641,ICT and labour,"[""digital labor""]",,[],False,False,False,False,False,0.0,0.0
topic-2815,ict in education,"[""educational technology""]",,[],False,False,False,False,False,0.0,0.0
topic-5805,ict management,"[""IT administration""]",,[],False,False,False,False,False,0.0,0.0
topic-4165,identity,"[""self-concept""]",,[],False,False,False,False,False,0.0,0.0
topic-10263,identity management,"[""IdM""]",,[],False,False,False,False,False,0.0,0.0
topic-3401,imf,"[""international financial institution""]",,[],False,False,False,False,False,0.0,0.0
topic-8002,inculturation,"[""cultural adaptation""]",,[],False,False,False,False,False,0.0,0.0
topic-2151,industrial networks,"[""industrial connections""]",,[],False,False,False,False,False,0.0,0.0
topic-1522,industrial organization,"[""industrial economics""]",,[],False,False,False,False,False,0.0,0.0
topic-5621,computer science and ethics,"[""ethical computing""]",,[],False,False,False,False,False,0.0,0.0
topic-1525,computer science law,"[""IT law""]",,[],False,False,False,False,False,0.0,0.0
topic-2340,information and communication technology in education,"[""educational technology""]",,[],False,False,False,False,False,0.0,0.0
topic-1526,information management,"[""data management""]",,[],False,False,False,False,False,0.0,0.0
topic-2827,information processes,"[""information processing""]",,[],False,False,False,False,False,0.0,0.0
topic-1527,information law,"[""data law""]",,[],False,False,False,False,False,0.0,0.0
topic-1528,information systems,"[""data management systems""]",,[],False,False,False,False,False,0.0,0.0
topic-16722,Information Systems Management,"[""IT management""]",,[],False,False,False,False,False,0.0,0.0
topic-1529,information technology,"[""IT""]",,[],False,False,False,False,False,0.0,0.0
topic-2054,data processing,"[""information processing""]",,[],False,False,False,False,False,0.0,0.0
topic-6183,information retrieval,"[""information search""]",,[],False,False,False,False,False,0.0,0.0
topic-3109,infrastructure,"[""facilities""]",,[],False,False,False,False,False,0.0,0.0
topic-16322,Indigenous peoples,"[""native communities""]",,[],False,False,False,False,False,0.0,0.0
topic-8922,income inequality,"[""income disparity""]",,[],False,False,False,False,False,0.0,0.0
topic-1532,income distribution,"[""income allocation""]",,[],False,False,False,False,False,0.0,0.0
topic-1533,income tax,"[""earnings tax""]",,[],False,False,False,False,False,0.0,0.0
topic-16602,Purchasing and supply management,"[""procurement management""]",,[],False,False,False,False,False,0.0,0.0
topic-2153,innovation,"[""advancement""]",,[],False,False,False,False,False,0.0,0.0
topic-1534,insolvency law,"[""bankruptcy law""]",,[],False,False,False,False,False,0.0,0.0
topic-6742,effort,"[""exertion""]",,[],False,False,False,False,False,0.0,0.0
topic-2845,institutional economics,"[""institutional theory""]",,[],False,False,False,False,False,0.0,0.0
topic-10967,institutional theory,"[""Institutional framework""]",,[],False,False,False,False,False,0.0,0.0
topic-1535,instructive texts (*),"[""instructional materials""]",,[],False,False,False,False,False,0.0,0.0
topic-1536,intellectual property law,"[""IP law""]",,[],False,False,False,False,False,0.0,0.0
topic-1537,intelligent interfaces,"[""smart interfaces""]",,[],False,False,False,False,False,0.0,0.0
topic-1952,intelligence differences between cultures,"[""cross-cultural intelligence""]",,[],False,False,False,False,False,0.0,0.0
topic-1222,Inter-organizational networks,"[""collaborative networks""]",,[],False,False,False,False,False,0.0,0.0
topic-8581,inter-organisational relationships,"[""inter-firm relationships""]",,[],False,False,False,False,False,0.0,0.0
topic-1538,interaction and communication skills,"[""interpersonal skills""]",,[],False,False,False,False,False,0.0,0.0
topic-10942,interactive governance,"[""Participatory governance""]",,[],False,False,False,False,False,0.0,0.0
topic-2109,intercultural negotiating,"[""cross-cultural negotiation""]",,[],False,False,False,False,False,0.0,0.0
topic-1540,intercultural communication,"[""cross-cultural communication""]",,[],False,False,False,False,False,0.0,0.0
topic-4941,intercultural assistance,"[""cross-cultural support""]",,[],False,False,False,False,False,0.0,0.0
topic-1895,intercultural theologie,"[""cross-cultural theology""]",,[],False,False,False,False,False,0.0,0.0
topic-15422,intergenerational risk sharing,"[""cross-generational risk distribution""]",,[],False,False,False,False,False,0.0,0.0
topic-1541,intergroup relationships,"[""group interactions""]",,[],False,False,False,False,False,0.0,0.0
topic-16462,internal control,"[""internal oversight""]",,[],False,False,False,False,False,0.0,0.0
topic-4348,international labour law,"[""global employment law""]",,[],False,False,False,False,False,0.0,0.0
